title,year,conf,conf_long
Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics,2019,ACL,the Association for Computational Linguistics
One Time of Interaction May Not Be Enough: Go Deep with an Interaction-over-Interaction Network for Response Selection in Dialogues,2019,ACL,the Association for Computational Linguistics
Incremental Transformer with Deliberation Decoder for Document Grounded Conversations,2019,ACL,the Association for Computational Linguistics
Improving Multi-turn Dialogue Modelling with Utterance,2019,ACL,the Association for Computational Linguistics
Do Neural Dialog Systems Use the Conversation History Effectively? An Empirical Study,2019,ACL,the Association for Computational Linguistics
Boosting Dialog Response Generation,2019,ACL,the Association for Computational Linguistics
Constructing Interpretive Spatio-Temporal Features for Multi-Turn Responses Selection,2019,ACL,the Association for Computational Linguistics
Semantic Parsing with Dual Learning,2019,ACL,the Association for Computational Linguistics
Semantic Expressive Capacity with Bounded Memory,2019,ACL,the Association for Computational Linguistics
AMR,2019,ACL,the Association for Computational Linguistics
Generating Logical Forms from Graph Representations of Text and Entities,2019,ACL,the Association for Computational Linguistics
Learning Compressed Sentence Representations for On-Device Text Processing,2019,ACL,the Association for Computational Linguistics
The (Non-)Utility of Structural Features in,2019,ACL,the Association for Computational Linguistics
Automatic Generation of High Quality,2019,ACL,the Association for Computational Linguistics
A Joint Named-Entity Recognizer for Heterogeneous Tag-sets Using a Tag Hierarchy,2019,ACL,the Association for Computational Linguistics
Massively Multilingual Transfer for,2019,ACL,the Association for Computational Linguistics
Reliability-aware Dynamic Feature Composition for Name Tagging,2019,ACL,the Association for Computational Linguistics
Unsupervised Pivot Translation for Distant Languages,2019,ACL,the Association for Computational Linguistics
Bilingual Lexicon Induction with Semi-supervision in Non-Isometric Embedding Spaces,2019,ACL,the Association for Computational Linguistics
An Effective Approach to Unsupervised Machine Translation,2019,ACL,the Association for Computational Linguistics
Effective Adversarial Regularization for Neural Machine Translation,2019,ACL,the Association for Computational Linguistics
Revisiting Low-Resource Neural Machine Translation: A Case Study,2019,ACL,the Association for Computational Linguistics
Domain Adaptive Inference for Neural Machine Translation,2019,ACL,the Association for Computational Linguistics
Neural Relation Extraction for Knowledge Base Enrichment,2019,ACL,the Association for Computational Linguistics
Attention Guided Graph Convolutional Networks for Relation Extraction,2019,ACL,the Association for Computational Linguistics
Spatial Aggregation Facilitates Discovery of Spatial Topics,2019,ACL,the Association for Computational Linguistics
Relation Embedding with Dihedral Group in Knowledge Graph,2019,ACL,the Association for Computational Linguistics
Sequence Tagging with Contextual and Non-Contextual Subword Representations: A Multilingual Evaluation,2019,ACL,the Association for Computational Linguistics
Augmenting Neural Networks with First-order Logic,2019,ACL,the Association for Computational Linguistics
Self-Regulated Interactive Sequence-to-Sequence Learning,2019,ACL,the Association for Computational Linguistics
You Only Need Attention to Traverse Trees,2019,ACL,the Association for Computational Linguistics
Cross-Domain Generalization of Neural Constituency Parsers,2019,ACL,the Association for Computational Linguistics
Adaptive Attention Span in Transformers,2019,ACL,the Association for Computational Linguistics
Neural News Recommendation with Long- and Short-term User Representations,2019,ACL,the Association for Computational Linguistics
Automatic Domain Adaptation Outperforms Manual Domain Adaptation for Predicting Financial Outcomes,2019,ACL,the Association for Computational Linguistics
Manipulating the Difficulty of,2019,ACL,the Association for Computational Linguistics
Towards Unsupervised Text Classification Leveraging Experts and Word Embeddings,2019,ACL,the Association for Computational Linguistics
Neural Text Simplification of Clinical Letters with a Domain Specific Phrase Table,2019,ACL,the Association for Computational Linguistics
What You Say and How You Say It Matters: Predicting Stock Volatility Using Verbal and Vocal Cues,2019,ACL,the Association for Computational Linguistics
Detecting Concealed Information in Text and Speech,2019,ACL,the Association for Computational Linguistics
Evidence-based Trustworthiness,2019,ACL,the Association for Computational Linguistics
Disentangled Representation Learning for Non-Parallel Text Style Transfer,2019,ACL,the Association for Computational Linguistics
Cross-Sentence Grammatical Error Correction,2019,ACL,the Association for Computational Linguistics
This Email Could Save Your Life: Introducing the Task of Email Subject Line Generation,2019,ACL,the Association for Computational Linguistics
Time-Out: Temporal Referencing for Robust Modeling of Lexical Semantic Change,2019,ACL,the Association for Computational Linguistics
Adversarial Attention Modeling for Multi-dimensional Emotion Regression,2019,ACL,the Association for Computational Linguistics
"Divide, Conquer and Combine: Hierarchical Feature Fusion Network with Local and Global Perspectives for Multimodal Affective Computing",2019,ACL,the Association for Computational Linguistics
Modeling Financial Analysts’ Decision Making via the Pragmatics and Semantics of Earnings Calls,2019,ACL,the Association for Computational Linguistics
An Interactive Multi-Task Learning Network for End-to-End Aspect-Based Sentiment Analysis,2019,ACL,the Association for Computational Linguistics
Decompositional Argument Mining: A General Purpose Approach for Argument Graph Construction,2019,ACL,the Association for Computational Linguistics
MELD,2019,ACL,the Association for Computational Linguistics
Open-Domain Targeted Sentiment Analysis via Span-Based Extraction and Classification,2019,ACL,the Association for Computational Linguistics
Transfer Capsule Network for Aspect Level Sentiment Classification,2019,ACL,the Association for Computational Linguistics
Progressive Self-Supervised Attention Learning for Aspect-Level Sentiment Analysis,2019,ACL,the Association for Computational Linguistics
Classification and Clustering of Arguments with Contextualized Word Embeddings,2019,ACL,the Association for Computational Linguistics
Sentiment Tagging with Partial Labels using Modular Architectures,2019,ACL,the Association for Computational Linguistics
DOER,2019,ACL,the Association for Computational Linguistics
A Corpus for Modeling User and Language Effects in Argumentation on Online Debating,2019,ACL,the Association for Computational Linguistics
Topic Tensor Network for Implicit Discourse Relation Recognition in,2019,ACL,the Association for Computational Linguistics
Learning from Omission,2019,ACL,the Association for Computational Linguistics
Multi-Task Learning for Coherence Modeling,2019,ACL,the Association for Computational Linguistics
Data Programming for Learning Discourse Structure,2019,ACL,the Association for Computational Linguistics
Evaluating Discourse in Structured Text Representations,2019,ACL,the Association for Computational Linguistics
Know What You Don’t Know: Modeling a Pragmatic Speaker that Refers to Objects of Unknown Categories,2019,ACL,the Association for Computational Linguistics
End-to-end Deep Reinforcement Learning Based Coreference Resolution,2019,ACL,the Association for Computational Linguistics
Implicit Discourse Relation Identification for Open-domain Dialogues,2019,ACL,the Association for Computational Linguistics
Coreference Resolution with Entity Equalization,2019,ACL,the Association for Computational Linguistics
A Cross-Domain Transferable Neural Coherence Model,2019,ACL,the Association for Computational Linguistics
MOROCO,2019,ACL,the Association for Computational Linguistics
Just “,2019,ACL,the Association for Computational Linguistics
"How to (Properly) Evaluate Cross-Lingual Word Embeddings: On Strong Baselines, Comparative Analyses, and Some Misconceptions",2019,ACL,the Association for Computational Linguistics
SP,2019,ACL,the Association for Computational Linguistics
A Wind of Change: Detecting and Evaluating Lexical Semantic Change across Times and Domains,2019,ACL,the Association for Computational Linguistics
E,2019,ACL,the Association for Computational Linguistics
D,2019,ACL,the Association for Computational Linguistics
C,2019,ACL,the Association for Computational Linguistics
Automatic Evaluation of Local Topic Quality,2019,ACL,the Association for Computational Linguistics
Crowdsourcing and Aggregating Nested Markable Annotations,2019,ACL,the Association for Computational Linguistics
Transferable Multi-Domain State Generator for Task-Oriented Dialogue Systems,2019,ACL,the Association for Computational Linguistics
"Multi-Task Networks with Universe, Group, and Task Feature Learning",2019,ACL,the Association for Computational Linguistics
Constrained Decoding for Neural,2019,ACL,the Association for Computational Linguistics
O,2019,ACL,the Association for Computational Linguistics
Coupling Retrieval and Meta-Learning for Context-Dependent Semantic Parsing,2019,ACL,the Association for Computational Linguistics
