title,year,conf,conf_long
A Free Energy Based Approach for Distance Metric Learning.,2019,KDD,Special Interest Group on Knowledge Discovery and Data Mining
A Hierarchical Career-Path-Aware Neural Network for Job Mobility Prediction.,2019,KDD,Special Interest Group on Knowledge Discovery and Data Mining
A Memory-Efficient Sketch Method for Estimating High Similarities in Streaming Sets.,2019,KDD,Special Interest Group on Knowledge Discovery and Data Mining
A Minimax Game for Instance based Selective Transfer Learning.,2019,KDD,Special Interest Group on Knowledge Discovery and Data Mining
A Multiscale Scan Statistic for Adaptive Submatrix Localization.,2019,KDD,Special Interest Group on Knowledge Discovery and Data Mining
A Permutation Approach to Assess Confounding in Machine Learning Applications for Digital Health.,2019,KDD,Special Interest Group on Knowledge Discovery and Data Mining
A Representation Learning Framework for Property Graphs.,2019,KDD,Special Interest Group on Knowledge Discovery and Data Mining
Adaptive Deep Models for Incremental Learning: Considering Capacity Scalability and Sustainability.,2019,KDD,Special Interest Group on Knowledge Discovery and Data Mining
Adaptive Graph Guided Disambiguation for Partial Label Learning.,2019,KDD,Special Interest Group on Knowledge Discovery and Data Mining
Adaptive Unsupervised Feature Selection on Attributed Networks.,2019,KDD,Special Interest Group on Knowledge Discovery and Data Mining
Adaptive-Halting Policy Network for Early Classification.,2019,KDD,Special Interest Group on Knowledge Discovery and Data Mining
ADMM for Efficient Deep Learning with Global Convergence.,2019,KDD,Special Interest Group on Knowledge Discovery and Data Mining
Adversarial Learning on Heterogeneous Information Networks.,2019,KDD,Special Interest Group on Knowledge Discovery and Data Mining
Adversarial Substructured Representation Learning for Mobile User Profiling.,2019,KDD,Special Interest Group on Knowledge Discovery and Data Mining
Adversarial Variational Embedding for Robust Semi-supervised Learning.,2019,KDD,Special Interest Group on Knowledge Discovery and Data Mining
Adversarially Robust Submodular Maximization under Knapsack Constraints.,2019,KDD,Special Interest Group on Knowledge Discovery and Data Mining
A Visual Dialog Augmented Interactive Recommender System.,2019,KDD,Special Interest Group on Knowledge Discovery and Data Mining
Assessing The Factual Accuracy of Generated Text.,2019,KDD,Special Interest Group on Knowledge Discovery and Data Mining
AtSNE: Efficient and Robust Visualization on GPU through Hierarchical Optimization.,2019,KDD,Special Interest Group on Knowledge Discovery and Data Mining
Attribute-Driven Backbone Discovery.,2019,KDD,Special Interest Group on Knowledge Discovery and Data Mining
Auditing Data Provenance in Text-Generation Models.,2019,KDD,Special Interest Group on Knowledge Discovery and Data Mining
Automating Feature Subspace Exploration via Multi-Agent Reinforcement Learning.,2019,KDD,Special Interest Group on Knowledge Discovery and Data Mining
AutoNE: Hyperparameter Optimization for Massive Network Embedding.,2019,KDD,Special Interest Group on Knowledge Discovery and Data Mining
Axiomatic Interpretability for Multiclass Additive Models.,2019,KDD,Special Interest Group on Knowledge Discovery and Data Mining
Beyond Personalization: Social Content Recommendation for Creator Equality and Consumer Satisfaction.,2019,KDD,Special Interest Group on Knowledge Discovery and Data Mining
