title,year,conf,conf_long
Algorithms for Trip-Vehicle Assignment in Ride-Sharing,2018,AAAI,the Association for the Advancement of Artificial Intelligence
EAD: Elastic-Net Attacks to Deep Neural Networks via Adversarial Examples,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Learning Differences Between Visual Scanning Patterns Can Disambiguate Bipolar and Unipolar Patients,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Comparing Population Means Under Local Differential Privacy: With Significance and Power,2018,AAAI,the Association for the Advancement of Artificial Intelligence
MuseGAN: Multi-Track Sequential Generative Adversarial Networks for Symbolic Music Generation and Accompaniment,2018,AAAI,the Association for the Advancement of Artificial Intelligence
"Picasso,  Matisse,  or a Fake?  Automated Analysis of Drawings at the Stroke Level for Attribution and Authentication",2018,AAAI,the Association for the Advancement of Artificial Intelligence
Beyond Distributive Fairness in Algorithmic Decision Making: Feature Selection for Procedurally Fair Learning,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Distributed Composite Quantization,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Tensorized Projection for High-Dimensional Binary Embedding,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Predicting Aesthetic Score Distribution Through Cumulative Jensen-Shannon Divergence,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Norm Conflict Resolution in Stochastic Domains,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Deep Representation-Decoupling Neural Networks for Monaural Music Mixture Separation,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Early Prediction of Diabetes Complications from Electronic Health Records: A Multi-Task Survival Analysis Approach,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Learning the Joint Representation of Heterogeneous Temporal Events for Clinical Endpoint Prediction,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Multi-View Multi-Graph Embedding for Brain Network Clustering Analysis,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Uplink Communication Efficient Differentially Private Sparse Optimization with Feature-Wise Distributed Data,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Learning the Probability of Activation in the Presence of Latent Spreaders,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Generating an Event Timeline About Daily Activities From a Semantic Concept Stream,2018,AAAI,the Association for the Advancement of Artificial Intelligence
On Organizing Online Soirees with Live Multi-Streaming,2018,AAAI,the Association for the Advancement of Artificial Intelligence
An AI Planning Solution to Scenario Generation for Enterprise Risk Management,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Automated Segmentation of Overlapping Cytoplasm in Cervical Smear Images via Contour Fragments,2018,AAAI,the Association for the Advancement of Artificial Intelligence
When Social Advertising Meets Viral Marketing: Sequencing Social Advertisements for Influence Maximization,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Synthesis of Programs from Multimodal Datasets,2018,AAAI,the Association for the Advancement of Artificial Intelligence
CD-CNN: A Partially Supervised Cross-Domain Deep Learning Model for Urban Resident Recognition,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Geographic Differential Privacy for Mobile Crowd Coverage Maximization,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Catching Captain Jack: Efficient Time and Space Dependent Patrols to Combat Oil-Siphoning in International Waters,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Video Summarization via Semantic Attended Networks,2018,AAAI,the Association for the Advancement of Artificial Intelligence
TIMERS: Error-Bounded SVD Restart on Dynamic Networks,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Ranking Users in Social Networks with Higher-Order Structures,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Mitigating Overexposure in Viral Marketing,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Neural Link Prediction over Aligned Networks,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Privacy Preserving Point-of-Interest Recommendation Using Decentralized Matrix Factorization,2018,AAAI,the Association for the Advancement of Artificial Intelligence
CA-RNN: Using Context-Aligned Recurrent Neural Networks for Modeling Sentence Similarity,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Dual Deep Neural Networks Cross-Modal Hashing,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Representation Learning for Scale-Free Networks,2018,AAAI,the Association for the Advancement of Artificial Intelligence
VSE-ens: Visual-Semantic Embeddings with Efficient Negative Sampling,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Partial Multi-View Outlier Detection Based on Collective Learning,2018,AAAI,the Association for the Advancement of Artificial Intelligence
A Network-Specific Markov Random Field Approach to Community Detection,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Robust Detection of Link Communities in Large Social Networks by Exploiting Link Semantics,2018,AAAI,the Association for the Advancement of Artificial Intelligence
On Validation and Predictability of Digital Badges’ Influence on Individual Users,2018,AAAI,the Association for the Advancement of Artificial Intelligence
FILE: A Novel Framework for Predicting Social Status in Signed Networks,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Community Detection in Attributed Graphs: An Embedding Approach,2018,AAAI,the Association for the Advancement of Artificial Intelligence
Social Recommendation with an Essential Preference Space,2018,AAAI,the Association for the Advancement of Artificial Intelligence
