title,year,conf,conf_long
MICK: A Meta-Learning Framework for Few-shot Relation Classification with Small Training Data,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
GeneraLight: Improving Environment Generalization of Traffic Signal Control via Meta Reinforcement Learning,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Towards Plausible Differentially Private ADMM Based Distributed Machine Learning,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Describing and Predicting Online Items with Resharing Cascades via Dual Mixture Self-exciting Processes,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Efficient Sampling Algorithms for Approximate Temporal Motif Counting,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Time-Efficient Geo-Obfuscation to Protect Worker Location Privacy over Road Networks in Spatial Crowdsourcing,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
LSAN: Modeling Long-term Dependencies and Short-term Correlations with Hierarchical Attention for Risk Prediction,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
VN Network: Embedding Newly Emerging Entities with Virtual Neighbors,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
"Characteristic Functions on Graphs: Birds of a Feather, from Statistical Descriptors to Parametric Models",2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
WMEgo: Willingness Maximization for Ego Network Data Extraction in Online Social Networks,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Aspect-Invariant Sentiment Feature Learning: Adversarial Multi-task Learning for Aspect-Based Sentiment Analysis,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Hybrid Sequential Recommender via Time-aware Attentive Memory Network,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
NHP: Neural Hypergraph Link Prediction,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Cooperative Multi-Agent Reinforcement Learning in Express System,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Investigating and Mitigating Degree-Related Biases in Graph Convoltuional Networks,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Deep Spatio-Temporal Multiple Domain Fusion Network for Urban Anomalies Detection,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
STP-TrellisNets: Spatial-Temporal Parallel TrellisNets for Metro Station Passenger Flow Prediction,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
NagE: Non-Abelian Group Embedding for Knowledge Graphs,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
STP-UDGAT: Spatial-Temporal-Preference User Dimensional Graph Attention Network for Next POI Recommendation,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
PSTIE: Time Information Enhanced Personalized Search,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Incremental and Parallel Computation of Structural Graph Summaries for Evolving Graphs,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Personalized Imputation on Wearable-Sensory Time Series via Knowledge Transfer,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Fast Graph Convolution Network Based Multi-label Image Recognition via Cross-modal Fusion,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Shapley Values and Meta-Explanations for Probabilistic Graphical Model Inference,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Predicting Economic Growth by Region Embedding: A Multigraph Convolutional Network Approach,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
More Than One: A Cluster-Prototype Matching Framework for Zero-Shot Learning,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Attacking Recommender Systems with Augmented User Profiles,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Learning with Noisy Partial Labels by Simultaneously Leveraging Global and Local Consistencies,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Selecting Influential Features by a Learnable Content-Aware Linear Threshold Model,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Privacy-Preserving Classification with Secret Vector Machines,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Hierarchical Query Graph Generation for Complex Question Answering over Knowledge Graph,2020,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
