title,year,conf,conf_long
CBHE: Corner-based Building Height Estimation for Complex Street Scene Images,2020,WWW,International World Wide Web Conference
Classifying Extremely Short Texts by Exploiting Semantic Centroids in Word Mover’s Distance Space,2020,WWW,International World Wide Web Conference
Autonomous Learning for Face Recognition in the Wild via Ambient Wireless Cues,2020,WWW,International World Wide Web Conference
Title Generation for Web Tables,2020,WWW,International World Wide Web Conference
Exploring Perceived Emotional Intelligence of Personality-Driven Virtual Agents in Handling User Challenges,2020,WWW,International World Wide Web Conference
SWeG: Lossless and Lossy Summarization of Tera-Scale Graphs,2020,WWW,International World Wide Web Conference
No Place to Hide: Catching Fraudulent Entities in Tensors,2020,WWW,International World Wide Web Conference
Using Variability as a Guiding Principle to Reduce Latency in Web Applications via OS Profiling,2020,WWW,International World Wide Web Conference
Automatic Generation of Pattern-controlled Product Description in E-commerce,2020,WWW,International World Wide Web Conference
Multi-Task Feature Learning for Knowledge Graph Enhanced Recommendation,2020,WWW,International World Wide Web Conference
Link Prediction on N-ary Relational Data,2020,WWW,International World Wide Web Conference
Adversarial Sampling and Training for Semi-Supervised Information Retrieval,2020,WWW,International World Wide Web Conference
Learning Travel Time Distributions with Deep Generative Model,2020,WWW,International World Wide Web Conference
Estimating Walk-Based Similarities Using Random Walk,2020,WWW,International World Wide Web Conference
Sensitivity Analysis of Centralities on Unweighted Networks,2020,WWW,International World Wide Web Conference
DPLink: User Identity Linkage via Deep Neural Network From Heterogeneous Mobility Data,2020,WWW,International World Wide Web Conference
Knowledge-Enhanced Ensemble Learning for Word Embeddings,2020,WWW,International World Wide Web Conference
STFNets: Learning Sensing Signals from the Time-Frequency Perspective with Short-Time Fourier Neural Networks,2020,WWW,International World Wide Web Conference
Tortoise or Hare? Quantifying the Effects of Performance on Mobile App Retention,2020,WWW,International World Wide Web Conference
Community detection through likelihood optimization: in search of a sound model,2020,WWW,International World Wide Web Conference
Goal-setting And Achievement In Activity Tracking Apps: A Case Study Of MyFitnessPal,2020,WWW,International World Wide Web Conference
Efficient Ridesharing Order Dispatching with Mean Field Multi-Agent Reinforcement Learning,2020,WWW,International World Wide Web Conference
RealGraph: A Graph Engine Leveraging the Power-Law Distribution of Real-World Graphs,2020,WWW,International World Wide Web Conference
Who Watches the Watchmen: Exploring Complaints on the Web,2020,WWW,International World Wide Web Conference
A Family of Fuzzy Orthogonal Projection Models for Monolingual and Cross-lingual Hypernymy Prediction,2020,WWW,International World Wide Web Conference
Self- and Cross-Excitation in StackExchange Question & Answer Communities,2020,WWW,International World Wide Web Conference
