title,year,conf,conf_long
One Time of Interaction May Not Be Enough: Go Deep with an Interaction-over-Interaction Network for Response Selection in Dialogues,2019,ACL,the Association for Computational Linguistics
Incremental Transformer with Deliberation Decoder for Document Grounded Conversations,2019,ACL,the Association for Computational Linguistics
Improving Multi-turn Dialogue Modelling with Utterance,2019,ACL,the Association for Computational Linguistics
Do Neural Dialog Systems Use the Conversation History Effectively? An Empirical Study,2019,ACL,the Association for Computational Linguistics
Boosting Dialog Response Generation,2019,ACL,the Association for Computational Linguistics
Constructing Interpretive Spatio-Temporal Features for Multi-Turn Responses Selection,2019,ACL,the Association for Computational Linguistics
Semantic Parsing with Dual Learning,2019,ACL,the Association for Computational Linguistics
Semantic Expressive Capacity with Bounded Memory,2019,ACL,the Association for Computational Linguistics
AMR,2019,ACL,the Association for Computational Linguistics
Generating Logical Forms from Graph Representations of Text and Entities,2019,ACL,the Association for Computational Linguistics
Learning Compressed Sentence Representations for On-Device Text Processing,2019,ACL,the Association for Computational Linguistics
The (Non-)Utility of Structural Features in,2019,ACL,the Association for Computational Linguistics
Automatic Generation of High Quality,2019,ACL,the Association for Computational Linguistics
A Joint Named-Entity Recognizer for Heterogeneous Tag-sets Using a Tag Hierarchy,2019,ACL,the Association for Computational Linguistics
Massively Multilingual Transfer for,2019,ACL,the Association for Computational Linguistics
Reliability-aware Dynamic Feature Composition for Name Tagging,2019,ACL,the Association for Computational Linguistics
Unsupervised Pivot Translation for Distant Languages,2019,ACL,the Association for Computational Linguistics
Bilingual Lexicon Induction with Semi-supervision in Non-Isometric Embedding Spaces,2019,ACL,the Association for Computational Linguistics
An Effective Approach to Unsupervised Machine Translation,2019,ACL,the Association for Computational Linguistics
Effective Adversarial Regularization for Neural Machine Translation,2019,ACL,the Association for Computational Linguistics
Revisiting Low-Resource Neural Machine Translation: A Case Study,2019,ACL,the Association for Computational Linguistics
Domain Adaptive Inference for Neural Machine Translation,2019,ACL,the Association for Computational Linguistics
Neural Relation Extraction for Knowledge Base Enrichment,2019,ACL,the Association for Computational Linguistics
Attention Guided Graph Convolutional Networks for Relation Extraction,2019,ACL,the Association for Computational Linguistics
Spatial Aggregation Facilitates Discovery of Spatial Topics,2019,ACL,the Association for Computational Linguistics
Relation Embedding with Dihedral Group in Knowledge Graph,2019,ACL,the Association for Computational Linguistics
Sequence Tagging with Contextual and Non-Contextual Subword Representations: A Multilingual Evaluation,2019,ACL,the Association for Computational Linguistics
Augmenting Neural Networks with First-order Logic,2019,ACL,the Association for Computational Linguistics
Self-Regulated Interactive Sequence-to-Sequence Learning,2019,ACL,the Association for Computational Linguistics
