title,year,conf,conf_long
RTFM: Generalising to New Environment Dynamics via Reading,2020,ICML,International Conference on Machine Learning
LEARNING EXECUTION THROUGH NEURAL CODE FUSION,2020,ICML,International Conference on Machine Learning
Neural Text Generation With Unlikelihood Training,2020,ICML,International Conference on Machine Learning
SNOW: Subscribing to Knowledge via Channel Pooling for Transfer & Lifelong Learning of Convolutional Neural Networks,2020,ICML,International Conference on Machine Learning
Spike-based causal inference for weight alignment,2020,ICML,International Conference on Machine Learning
Linear Symmetric Quantization of Neural Networks for Low-precision Integer Hardware,2020,ICML,International Conference on Machine Learning
Composing Task-Agnostic Policies with Deep Reinforcement Learning,2020,ICML,International Conference on Machine Learning
Improving Generalization in Meta Reinforcement Learning using Learned Objectives,2020,ICML,International Conference on Machine Learning
End to End Trainable Active Contours via Differentiable Rendering,2020,ICML,International Conference on Machine Learning
Learning Self-Correctable Policies and Value Functions from Demonstrations with Negative Sampling,2020,ICML,International Conference on Machine Learning
Exploration in Reinforcement Learning with Deep Covering Options,2020,ICML,International Conference on Machine Learning
Universal Approximation with Certified Networks,2020,ICML,International Conference on Machine Learning
Why Not to Use Zero Imputation? Correcting Sparsity Bias in Training Neural Networks,2020,ICML,International Conference on Machine Learning
Geometric Insights into the Convergence of Nonlinear TD Learning,2020,ICML,International Conference on Machine Learning
PairNorm: Tackling Oversmoothing in GNNs,2020,ICML,International Conference on Machine Learning
Bounds on Over-Parameterization for Guaranteed Existence of Descent Paths in Shallow ReLU Networks,2020,ICML,International Conference on Machine Learning
Robust Local Features for Improving the Generalization of Adversarial Training,2020,ICML,International Conference on Machine Learning
Curriculum Loss: Robust Learning and Generalization  against Label Corruption,2020,ICML,International Conference on Machine Learning
Incorporating BERT into Neural Machine Translation,2020,ICML,International Conference on Machine Learning
Variational Hetero-Encoder Randomized GANs for Joint Image-Text Modeling,2020,ICML,International Conference on Machine Learning
Simple and Effective Regularization Methods for Training on Noisily Labeled Data with Generalization Guarantee,2020,ICML,International Conference on Machine Learning
Differentially Private Meta-Learning,2020,ICML,International Conference on Machine Learning
Deep Semi-Supervised Anomaly Detection,2020,ICML,International Conference on Machine Learning
Dynamical Distance Learning for Semi-Supervised and Unsupervised Skill Discovery,2020,ICML,International Conference on Machine Learning
AE-OT: A NEW GENERATIVE MODEL BASED ON EXTENDED SEMI-DISCRETE OPTIMAL TRANSPORT,2020,ICML,International Conference on Machine Learning
AugMix: A Simple Data Processing Method to Improve Robustness and Uncertainty,2020,ICML,International Conference on Machine Learning
Black-Box Adversarial Attack with Transferable Model-based Embedding,2020,ICML,International Conference on Machine Learning
Learning to solve the credit assignment problem,2020,ICML,International Conference on Machine Learning
Picking Winning Tickets Before Training by Preserving Gradient Flow,2020,ICML,International Conference on Machine Learning
Transformer-XH: Multi-Evidence Reasoning with eXtra Hop Attention,2020,ICML,International Conference on Machine Learning
FEW-SHOT LEARNING ON GRAPHS VIA SUPER-CLASSES BASED ON GRAPH SPECTRAL MEASURES,2020,ICML,International Conference on Machine Learning
Meta-Q-Learning,2020,ICML,International Conference on Machine Learning
Meta-Learning with Warped Gradient Descent,2020,ICML,International Conference on Machine Learning
SQIL: Imitation Learning via Reinforcement Learning with Sparse Rewards,2020,ICML,International Conference on Machine Learning
Black-box Off-policy Estimation for Infinite-Horizon Reinforcement Learning,2020,ICML,International Conference on Machine Learning
What graph neural networks cannot learn: depth vs width,2020,ICML,International Conference on Machine Learning
Imitation Learning via Off-Policy Distribution Matching,2020,ICML,International Conference on Machine Learning
A Closer Look at the Optimization Landscapes of Generative Adversarial Networks,2020,ICML,International Conference on Machine Learning
Scaling Autoregressive Video Models,2020,ICML,International Conference on Machine Learning
InfoGraph: Unsupervised and Semi-supervised Graph-Level Representation Learning via Mutual Information Maximization,2020,ICML,International Conference on Machine Learning
Cross-lingual Alignment vs Joint Training: A Comparative Study and A Simple Unified Framework,2020,ICML,International Conference on Machine Learning
Neural Outlier Rejection for Self-Supervised Keypoint Learning,2020,ICML,International Conference on Machine Learning
Editable Neural Networks,2020,ICML,International Conference on Machine Learning
Behaviour Suite for Reinforcement Learning,2020,ICML,International Conference on Machine Learning
Language GANs Falling Short,2020,ICML,International Conference on Machine Learning
Data-dependent Gaussian Prior Objective for Language Generation,2020,ICML,International Conference on Machine Learning
Information Geometry of Orthogonal Initializations and Training,2020,ICML,International Conference on Machine Learning
DivideMix: Learning with Noisy Labels as Semi-supervised Learning,2020,ICML,International Conference on Machine Learning
Adversarial Policies: Attacking Deep Reinforcement Learning,2020,ICML,International Conference on Machine Learning
Semi-Supervised Generative Modeling for Controllable Speech Synthesis,2020,ICML,International Conference on Machine Learning
Synthesizing Programmatic Policies that Inductively Generalize,2020,ICML,International Conference on Machine Learning
vq-wav2vec: Self-Supervised Learning of Discrete Speech Representations,2020,ICML,International Conference on Machine Learning
On Identifiability in Transformers,2020,ICML,International Conference on Machine Learning
On the Relationship between Self-Attention and Convolutional Layers,2020,ICML,International Conference on Machine Learning
Learn to Explain Efficiently via Neural Logic Inductive Learning,2020,ICML,International Conference on Machine Learning
Query2box: Reasoning over Knowledge Graphs in Vector Space Using Box Embeddings,2020,ICML,International Conference on Machine Learning
DBA: Distributed Backdoor Attacks against Federated Learning,2020,ICML,International Conference on Machine Learning
Sharing Knowledge in Multi-Task Deep Reinforcement Learning,2020,ICML,International Conference on Machine Learning
Deep Graph Matching Consensus,2020,ICML,International Conference on Machine Learning
Federated Adversarial Domain Adaptation,2020,ICML,International Conference on Machine Learning
NeurQuRI: Neural Question Requirement Inspector for Answerability Prediction in Machine Reading Comprehension,2020,ICML,International Conference on Machine Learning
"Pay Attention to Features, Transfer Learn Faster CNNs",2020,ICML,International Conference on Machine Learning
Fast Neural Network Adaptation via Parameter Remapping and Architecture Search,2020,ICML,International Conference on Machine Learning
Scale-Equivariant Steerable Networks,2020,ICML,International Conference on Machine Learning
"On the ""steerability"" of generative adversarial networks",2020,ICML,International Conference on Machine Learning
Computation Reallocation for Object Detection,2020,ICML,International Conference on Machine Learning
Why Gradient Clipping Accelerates Training: A Theoretical Justification for Adaptivity,2020,ICML,International Conference on Machine Learning
The Implicit Bias of Depth: How Incremental Learning Drives Generalization,2020,ICML,International Conference on Machine Learning
