title,year,conf,conf_long
2kenize: Tying Subword Sequences for Chinese Script Conversion,2020,ACL,the Association for Computational Linguistics
A Batch Normalized Inference Network Keeps the KL Vanishing Away,2020,ACL,the Association for Computational Linguistics
A Call for More Rigor in Unsupervised Cross-lingual Learning,2020,ACL,the Association for Computational Linguistics
A Comprehensive Analysis of Preprocessing for Word Representation Learning in Affective Tasks,2020,ACL,the Association for Computational Linguistics
A Contextual Hierarchical Attention Network with Adaptive Objective for Dialogue State Tracking,2020,ACL,the Association for Computational Linguistics
A Corpus for Large-Scale Phonetic Typology,2020,ACL,the Association for Computational Linguistics
A Formal Hierarchy of RNN Architectures,2020,ACL,the Association for Computational Linguistics
A Generate-and-Rank Framework with Semantic Type Regularization for Biomedical Concept Normalization,2020,ACL,the Association for Computational Linguistics
A Generative Model for Joint Natural Language Understanding and Generation,2020,ACL,the Association for Computational Linguistics
A Girl Has A Name: Detecting Authorship Obfuscation,2020,ACL,the Association for Computational Linguistics
A Graph Auto-encoder Model of Derivational Morphology,2020,ACL,the Association for Computational Linguistics
A Graph-based Coarse-to-fine Method for Unsupervised Bilingual Lexicon Induction,2020,ACL,the Association for Computational Linguistics
A Joint Model for Document Segmentation and Segment Labeling,2020,ACL,the Association for Computational Linguistics
A Joint Neural Model for Information Extraction with Global Features,2020,ACL,the Association for Computational Linguistics
A Methodology for Creating Question Answering Corpora Using Inverse Data Annotation,2020,ACL,the Association for Computational Linguistics
A Mixture of h − 1 Heads is Better than h Heads,2020,ACL,the Association for Computational Linguistics
A Monolingual Approach to Contextualized Word Embeddings for Mid-Resource Languages,2020,ACL,the Association for Computational Linguistics
A Multitask Learning Approach for Diacritic Restoration,2020,ACL,the Association for Computational Linguistics
A Novel Cascade Binary Tagging Framework for Relational Triple Extraction,2020,ACL,the Association for Computational Linguistics
A Novel Graph-based Multi-modal Fusion Encoder for Neural Machine Translation,2020,ACL,the Association for Computational Linguistics
A Prioritization Model for Suicidality Risk Assessment,2020,ACL,the Association for Computational Linguistics
A Recipe for Creating Multimodal Aligned Datasets for Sequential Tasks,2020,ACL,the Association for Computational Linguistics
A Reinforced Generation of Adversarial Examples for Neural Machine Translation,2020,ACL,the Association for Computational Linguistics
A Self-Training Method for Machine Reading Comprehension with Soft Evidence Extraction,2020,ACL,the Association for Computational Linguistics
A Span-based Linearization for Constituent Trees,2020,ACL,the Association for Computational Linguistics
A Study of Non-autoregressive Model for Sequence Generation,2020,ACL,the Association for Computational Linguistics
A Systematic Assessment of Syntactic Generalization in Neural Language Models,2020,ACL,the Association for Computational Linguistics
A Tale of Two Perplexities: Sensitivity of Neural Language Models to Lexical Retrieval Deficits in Dementia of the Alzheimer’s Type,2020,ACL,the Association for Computational Linguistics
A Top-down Neural Architecture towards Text-level Parsing of Discourse Rhetorical Structure,2020,ACL,the Association for Computational Linguistics
A Unified MRC Framework for Named Entity Recognition,2020,ACL,the Association for Computational Linguistics
Adaptive Compression of Word Embeddings,2020,ACL,the Association for Computational Linguistics
Addressing Posterior Collapse with Mutual Information for Improved Variational Neural Machine Translation,2020,ACL,the Association for Computational Linguistics
AdvAug: Robust Adversarial Augmentation for Neural Machine Translation,2020,ACL,the Association for Computational Linguistics
Adversarial and Domain-Aware BERT for Cross-Domain Sentiment Analysis,2020,ACL,the Association for Computational Linguistics
Adversarial NLI: A New Benchmark for Natural Language Understanding,2020,ACL,the Association for Computational Linguistics
Agreement Prediction of Arguments in Cyber Argumentation for Detecting Stance Polarity and Intensity,2020,ACL,the Association for Computational Linguistics
Aligned Dual Channel Graph Convolutional Network for Visual Question Answering,2020,ACL,the Association for Computational Linguistics
"Amalgamation of protein sequence, structure and textual information for improving protein-protein interaction identification",2020,ACL,the Association for Computational Linguistics
AMR Parsing via Graph-Sequence Iterative Inference,2020,ACL,the Association for Computational Linguistics
AMR Parsing with Latent Structural Information,2020,ACL,the Association for Computational Linguistics
An analysis of the utility of explicit negative examples to improve the syntactic abilities of neural language models,2020,ACL,the Association for Computational Linguistics
An Effective Transition-based Model for Discontinuous NER,2020,ACL,the Association for Computational Linguistics
An Effectiveness Metric for Ordinal Classification: Formal Properties and Experimental Results,2020,ACL,the Association for Computational Linguistics
An Online Semantic-enhanced Dirichlet Model for Short Text Stream Clustering,2020,ACL,the Association for Computational Linguistics
Analysing Lexical Semantic Change with Contextualised Word Representations,2020,ACL,the Association for Computational Linguistics
Analyzing analytical methods: The case of phonology in neural models of spoken language,2020,ACL,the Association for Computational Linguistics
Analyzing Political Parody in Social Media,2020,ACL,the Association for Computational Linguistics
Are Natural Language Inference Models IMPPRESsive? Learning IMPlicature and PRESupposition,2020,ACL,the Association for Computational Linguistics
Asking and Answering Questions to Evaluate the Factual Consistency of Summaries,2020,ACL,the Association for Computational Linguistics
Aspect Sentiment Classification with Document-level Sentiment Preference Modeling,2020,ACL,the Association for Computational Linguistics
ASSET: A Dataset for Tuning and Evaluation of Sentence Simplification Models with Multiple Rewriting Transformations,2020,ACL,the Association for Computational Linguistics
"Attend, Translate and Summarize: An Efficient Method for Neural Cross-Lingual Summarization",2020,ACL,the Association for Computational Linguistics
Attentive Pooling with Learnable Norms for Text Representation,2020,ACL,the Association for Computational Linguistics
Autoencoding Pixies: Amortised Variational Inference with Graph Convolutions for Functional Distributional Semantics,2020,ACL,the Association for Computational Linguistics
Automated Evaluation of Writing – 50 Years and Counting,2020,ACL,the Association for Computational Linguistics
Automatic Detection of Generated Text is Easiest when Humans are Fooled,2020,ACL,the Association for Computational Linguistics
Automatic Generation of Citation Texts in Scholarly Papers: A Pilot Study,2020,ACL,the Association for Computational Linguistics
Automatic Poetry Generation from Prosaic Text,2020,ACL,the Association for Computational Linguistics
BabyWalk: Going Farther in Vision-and-Language Navigation by Taking Baby Steps,2020,ACL,the Association for Computational Linguistics
Balancing Objectives in Counseling Conversations: Advancing Forwards or Looking Backwards,2020,ACL,the Association for Computational Linguistics
Balancing Training for Multilingual Neural Machine Translation,2020,ACL,the Association for Computational Linguistics
"BART: Denoising Sequence-to-Sequence Pre-training for Natural Language Generation, Translation, and Comprehension",2020,ACL,the Association for Computational Linguistics
Benchmarking Multimodal Regex Synthesis with Complex Structures,2020,ACL,the Association for Computational Linguistics
BERTRAM: Improved Word Embeddings Have Big Impact on Contextualized Model Performance,2020,ACL,the Association for Computational Linguistics
Beyond Accuracy: Behavioral Testing of NLP Models with CheckList,2020,ACL,the Association for Computational Linguistics
Beyond Possession Existence: Duration and Co-Possession,2020,ACL,the Association for Computational Linguistics
Beyond User Self-Reported Likert Scale Ratings: A Comparison Model for Automatic Dialog Evaluation,2020,ACL,the Association for Computational Linguistics
Bilingual Dictionary Based Neural Machine Translation without Using Parallel Sentences,2020,ACL,the Association for Computational Linguistics
Biomedical Entity Representations with Synonym Marginalization,2020,ACL,the Association for Computational Linguistics
Bipartite Flat-Graph Network for Nested Named Entity Recognition,2020,ACL,the Association for Computational Linguistics
BiRRE: Learning Bidirectional Residual Relation Embeddings for Supervised Hypernymy Detection,2020,ACL,the Association for Computational Linguistics
BLEURT: Learning Robust Metrics for Text Generation,2020,ACL,the Association for Computational Linguistics
Boosting Neural Machine Translation with Similar Translations,2020,ACL,the Association for Computational Linguistics
Bootstrapping Techniques for Polysynthetic Morphological Analysis,2020,ACL,the Association for Computational Linguistics
BPE-Dropout: Simple and Effective Subword Regularization,2020,ACL,the Association for Computational Linguistics
Breaking Through the 80% Glass Ceiling: Raising the State of the Art in Word Sense Disambiguation by Incorporating Knowledge Graph Information,2020,ACL,the Association for Computational Linguistics
Bridging Anaphora Resolution as Question Answering,2020,ACL,the Association for Computational Linguistics
Bridging the Structural Gap Between Encoding and Decoding for Data-To-Text Generation,2020,ACL,the Association for Computational Linguistics
Building a User-Generated Content North-African Arabizi Treebank: Tackling Hell,2020,ACL,the Association for Computational Linguistics
Calibrating Structured Output Predictors for Natural Language Processing,2020,ACL,the Association for Computational Linguistics
CamemBERT: a Tasty French Language Model,2020,ACL,the Association for Computational Linguistics
Can We Predict New Facts with Open Knowledge Graph Embeddings? A Benchmark for Open Link Prediction,2020,ACL,the Association for Computational Linguistics
Can You Put it All Together: Evaluating Conversational Agents’ Ability to Blend Skills,2020,ACL,the Association for Computational Linguistics
CDL: Curriculum Dual Learning for Emotion-Controllable Response Generation,2020,ACL,the Association for Computational Linguistics
ChartDialogs: Plotting from Natural Language Instructions,2020,ACL,the Association for Computational Linguistics
CH-SIMS: A Chinese Multimodal Sentiment Analysis Dataset with Fine-grained Annotation of Modality,2020,ACL,the Association for Computational Linguistics
"Climbing towards NLU: On Meaning, Form, and Understanding in the Age of Data",2020,ACL,the Association for Computational Linguistics
Clinical Reading Comprehension: A Thorough Analysis of the emrQA Dataset,2020,ACL,the Association for Computational Linguistics
CluBERT: A Cluster-Based Approach for Learning Sense Distributions in Multiple Languages,2020,ACL,the Association for Computational Linguistics
CluHTM - Semantic Hierarchical Topic Modeling based on CluWords,2020,ACL,the Association for Computational Linguistics
Code and Named Entity Recognition in StackOverflow,2020,ACL,the Association for Computational Linguistics
CompGuessWhat?!: A Multi-task Evaluation Framework for Grounded Language Learning,2020,ACL,the Association for Computational Linguistics
Compositionality and Generalization In Emergent Languages,2020,ACL,the Association for Computational Linguistics
Conditional Augmentation for Aspect Term Extraction via Masked Sequence-to-Sequence Generation,2020,ACL,the Association for Computational Linguistics
Connecting Embeddings for Knowledge Graph Entity Typing,2020,ACL,the Association for Computational Linguistics
Contextualized Weak Supervision for Text Classification,2020,ACL,the Association for Computational Linguistics
