title,year,conf,conf_long
Finding Task-Relevant Features for Few-Shot Learning by Category Traversal,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
Edge-Labeling Graph Neural Network for Few-Shot Learning,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
Generating Classification Weights With GNN Denoising Autoencoders for Few-Shot Learning,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
Kervolutional Neural Networks,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
Why ReLU Networks Yield High-Confidence Predictions Far Away From the Training Data and How to Mitigate the Problem,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
On the Structural Sensitivity of Deep Convolutional Networks to the Directions of Fourier Basis Functions,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
Neural Rejuvenation: Improving Deep Network Training by Enhancing Computational Resource Utilization,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
Hardness-Aware Deep Metric Learning,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
Auto-DeepLab: Hierarchical Neural Architecture Search for Semantic Image Segmentation,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
Learning Loss for Active Learning,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
Striking the Right Balance With Uncertainty,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
AutoAugment: Learning Augmentation Strategies From Data,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
SDRSAC: Semidefinite-Based Randomized Approach for Robust Point Cloud Registration Without Correspondences,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
BAD SLAM: Bundle Adjusted Direct RGB-D SLAM,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
Revealing Scenes by Inverting Structure From Motion Reconstructions,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
Strand-Accurate Multi-View Hair Capture,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
DeepSDF: Learning Continuous Signed Distance Functions for Shape Representation,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
Pushing the Boundaries of View Extrapolation With Multiplane Images,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
GA-Net: Guided Aggregation Net for End-To-End Stereo Matching,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
Real-Time Self-Adaptive Deep Stereo,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
LAF-Net: Locally Adaptive Fusion Networks for Stereo Confidence Estimation,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
NM-Net: Mining Reliable Neighbors for Robust Feature Correspondences,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
Coordinate-Free Carlsson-Weinshall Duality and Relative Multi-View Geometry,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
Deep Reinforcement Learning of Volume-Guided Progressive View Inpainting for 3D Point Scene Completion From a Single Depth Image,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
Video Action Transformer Network,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
Timeception for Complex Action Recognition,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
STEP: Spatio-Temporal Progressive Learning for Video Action Detection,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
Relational Action Forecasting,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
Long-Term Feature Banks for Detailed Video Understanding,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
Which Way Are You Going? Imitative Decision Learning for Path Forecasting in Dynamic Scenes,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
What and How Well You Performed? A Multitask Learning Approach to Action Quality Assessment,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
MHP-VOS: Multiple Hypotheses Propagation for Video Object Segmentation,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
2.5D Visual Sound,2019,CVPR,The Conference on Computer Vision and Pattern Recognition
